hello;olá
Ah, [player name]. Welcome.;Ah, [nome do jogador]. Bem-vindo.
5.11 Look at mine cart;5.11 Olhe meu carrinho
No... it is not exactly the same...;Não... não é exatamente a mesma coisa...
Heard you were out here. Thought I'd come see how things are going.;Ouvi dizer que você estava aqui. Pensei em vir ver como estão as coisas.
I can feel the power of the staff running through me! I will be more powerful and they shall bow down to me!;Posso sentir o poder do cajado passando por mim! Serei mais poderoso e eles se curvarão diante de mim!
2.3 Talking to Harold;2.3 Conversando com Haroldo
2.8 Using a not normal plank on the observatory professor;2.8 Usando uma prancha anormal no observatório professor
The Evil Chicken! Many are the myths and legends surrounding this foul bird. Some say that it is the result of a mad mage's attempt to summon a demon, others say that it was once a;A Galinha Malvada! Muitos são os mitos e lendas que cercam esta ave asquerosa. Alguns dizem que é o resultado da tentativa de um mago louco de invocar um demônio, outros dizem que já foi um
...leading to the eventual, violent explosion of those organs!;...levando à eventual e violenta explosão desses órgãos!
(Non-quest dialogue) I'll leave you alone, sorry.;(Diálogo fora da missão) Vou deixar você em paz, desculpe.
I'm afraid the King won't give an audience to anyone except a worthy hero.;Receio que o Rei não dê audiência a ninguém, exceto a um herói digno.
[Vampyre name].;[Nome do Vampiro].
But why? If it was really all about her, why would it matter what happened to you?;Mas por que? Se fosse realmente tudo sobre ela, por que importaria o que aconteceu com você?
Well, I'm a...;Bem, eu sou um...
Okay, now choose your second skill.;Ok, agora escolha sua segunda habilidade.
Maybe you could finish the work?;Talvez você possa terminar o trabalho?
Ah, please...;Ah, por favor...
4.2.2 Right-click Claim Pet Rock option;4.2.2 Clique com o botão direito na opção Reivindicar Pet Rock
He said, 'Why should I, Tolna, be trapped in such a wretched place? Feel my ANGER!'.;Ele disse: 'Por que eu, Tolna, ficaria preso em um lugar tão miserável? Sinta minha RAIVA!'.
Er... yeah, pretty much.;Er... sim, basicamente.
I not say that to other goblins. They kill me if they think I not like war.;Eu não digo isso para outros goblins. Eles me matam se acharem que não gosto da guerra.
Um... Way to sail a boat?;Hum... Maneira de navegar em um barco?
(Non-quest dialogue) I'll be back.;(Diálogo fora da missão) Eu voltarei.
Please hurry, [player name]. Glough is very dangerous and must be stopped!;Por favor, se apresse, [nome do jogador]. Glough é muito perigoso e deve ser detido!
I have convinced the ogres and trolls not to form an alliance with the monkeys.;Convenci os ogros e trolls a não formarem aliança com os macacos.
3.6.5 Returning to shore;3.6.5 Voltando à costa
That's why we gathered you all here. The Council needs to be removed from power. You five can make that happen.;É por isso que reunimos todos vocês aqui. O Conselho precisa ser removido do poder. Vocês cinco podem fazer isso acontecer.
You offered to see if you could find another way up Death Plateau. We could then use it to sneak up and attack the trolls by night.;Você se ofereceu para ver se conseguia encontrar outro caminho para subir ao Planalto da Morte. Poderíamos então usá-lo para nos esgueirar e atacar os trolls à noite.
Me hear Dorgesh tribe come back from underground. Maybe now all tribes united, prophecy will come true! Chosen Commander come and lead all tribes to victory over world!;Ouço a tribo Dorgesh voltando do subsolo. Talvez agora todas as tribos unidas, a profecia se torne realidade! Comandante Escolhido venha e leve todas as tribos à vitória sobre o mundo!
Can't you see that I'm in the middle of a Sermon?!;Você não vê que estou no meio de um sermão?!
Well that's very good news. Let me know if you find anything useful, I may be able to help out.;Bem, isso é uma notícia muito boa. Deixe-me saber se você encontrar algo útil, talvez eu possa ajudar.
(If Biohazard is completed;(Se Biohazard for concluído
Bah! Ye can't even think of a reason why I'd want to poison the crew, so don't bother me with yer accusations.;Bah! Você não consegue nem pensar em uma razão pela qual eu iria querer envenenar a tripulação, então não me incomode com suas acusações.
Hosidius favour certificate;Certificado de favor de Hosidius
So what is this uniform?;Então, o que é esse uniforme?
Have you not noticed the plagues already filling our city? How long before Klenter calls upon Icthlarin to send a few more?;Você não notou as pragas que já estão enchendo nossa cidade? Quanto tempo levará até que Klenter peça a Icthlarin que envie mais alguns?
Yesshh...hic up...beautiful!;Sim, ei... lindo!
If the player has lost the wrench;Se o jogador perdeu a chave inglesa
She didn't mean to do it, she was trying to help. She was using her own essence to try and extend your lifespans, it just went wrong...;Ela não queria fazer isso, ela estava tentando ajudar. Ela estava usando sua própria essência para tentar prolongar sua expectativa de vida, mas deu errado...
7.4 Talking to Irena after rescuing Ana;7.4 Conversando com Irena depois de resgatar Ana
You search the well, but find nothing of interest.;Você procura no poço, mas não encontra nada de interessante.
2.6.3 After the first beer;2.6.3 Depois da primeira cerveja
15 Planning a murder;15 Planejando um assassinato
If the stake is in the player's inventory;Se a aposta estiver no inventário do jogador
If all the materials are finally handed in;Se todos os materiais forem finalmente entregues
Oh yes, well, that's very nice.;Ah, sim, bem, isso é muito bom.
Did you see the way I distracted that guy? Man, I'm one smooth operator!;Você viu como eu distraí aquele cara? Cara, eu sou um operador tranquilo!
Thank you so much for your help, [Fremennik name].;Muito obrigado pela sua ajuda, [nome Fremennik].
2.4.2 Stealing the boots;2.4.2 Roubando as botas
3 Planning the infiltration;3 Planejando a infiltração
I don't seem to be able to reach it. I wonder if I can dislodge it somehow. That way it may go down into the sewers.;Parece que não consigo alcançá-lo. Eu me pergunto se posso desalojá-lo de alguma forma. Dessa forma, pode ir para o esgoto.
2.2 Talking to Burntmeat again;2.2 Conversando com Burntmeat novamente
The killer unmasks himself, revealing Hewey as the culprit.;O assassino se desmascara, revelando Hewey como o culpado.
You drop the lit black candle into the fissure and see that there is quite a large drop after you get through the hole. There is a good anchor point nearby onto which you could tie a rope.;Você joga a vela preta acesa na fissura e vê que há uma gota bem grande depois de passar pelo buraco. Há um bom ponto de ancoragem próximo onde você pode amarrar uma corda.
1.4 Talking to Elena Hosidius;1.4 Conversando com Elena Hosidius
Wow, cast the spell on me. It will be good Magic training for you.;Uau, lance o feitiço em mim. Será um bom treinamento de magia para você.
Go and talk to the Witch next door.;Vá e fale com a bruxa da porta ao lado.
I don't know what he's up to. If you want to find out, you'd better search his home.;Eu não sei o que ele está fazendo. Se você quiser descobrir, é melhor revistar a casa dele.
No idea, but she left in quite the hurry afterwards. Perhaps you'll be able to pick up her trail if you look around outside.;Não faço ideia, mas ela saiu com muita pressa depois. Talvez você consiga descobrir o rastro dela se olhar ao redor lá fora.
I seek a quest.;Eu procuro uma missão.
You show Cedric a wooden plank.;Você mostra a Cedric uma prancha de madeira.
Once the orbs are replaced we will be safe once more. We must begin the ceremony immediately.;Assim que os orbes forem substituídos, estaremos seguros mais uma vez. Devemos começar a cerimônia imediatamente.
The King's daughter, Rose. If we can find her, we might be able to find out what happened.;A filha do rei, Rose. Se conseguirmos encontrá-la, poderemos descobrir o que aconteceu.
You beat me.;Você me venceu.
12.1 Talking to the assistant before going up to the observatory;12.1 Conversando com o assistente antes de subir ao observatório
My brother, King Tyras, was always a bit of an explorer. He went on numerous expeditions to the lands west of here. On one of these expeditions, he was captured by the forces of the Dark Lord.;Meu irmão, Rei Tyras, sempre foi um pouco explorador. Ele participou de inúmeras expedições às terras a oeste daqui. Em uma dessas expedições, ele foi capturado pelas forças do Lorde das Trevas.
What have you done now?;O que você fez agora?
That is correct, yes.;Isso está correto, sim.
(Player receives 40 coins.);(O jogador recebe 40 moedas.)
Toys? Snookums? What are you on about, you deranged old bat?;Brinquedos? Snookums? Do que você está falando, seu velho maluco?
If the player already has bird feed;Se o jogador já tiver ração para pássaros
What are you trying to say?;O que você está tentando dizer?
1.6.1 Inspecting the range;1.6.1 Inspecionando o intervalo
12 Making sacred oil;12 Fazendo óleo sagrado
I really need it. Please hurry.;Eu realmente preciso disso. Por favor, se apresse.
Okay, so what do I need to make?;Ok, então o que preciso fazer?
You are looking more and more like a male these days, [player name]... be careful now!;Você está cada vez mais parecido com um homem hoje em dia, [nome do jogador]... tome cuidado agora!
I can highly recommend these to you for quick archery.;Posso recomendá-los fortemente para tiro com arco rápido.
It wasn't that long ago that I didn't even think she was still around. Now I'm hearing she's trying to become a true goddess! It's a lot to get used to.;Não faz muito tempo que eu nem pensava que ela ainda estava por perto. Agora ouvi dizer que ela está tentando se tornar uma verdadeira deusa! É muita coisa para se acostumar.
Right, just give me a moment.;Certo, só me dê um momento.
I don't have an infinite supply of these shields, you know. I'll only give one for a truly worthy cause.;Não tenho um suprimento infinito desses escudos, você sabe. Só darei um por uma causa verdadeiramente digna.
Lunar Isle mine;Mina da Ilha Lunar
Remarkable! The justiciars haven't been around for thousands of years. That confirms my suspicions about the age of this place.;Notável! Os juízes não existem há milhares de anos. Isso confirma minhas suspeitas sobre a idade deste lugar.
You are brave, but this task will be tough even for you. I wish you the best of luck. Once again you are our only hope.;You are brave, but this task will be tough even for you. Desejo-lhe boa sorte. Mais uma vez você é nossa única esperança.
It is a precise magical mechanism that we can use to track him, by sending data of the surrounding area back to one of our information operatives at the Temple Knight Headquarters.;É um mecanismo mágico preciso que podemos usar para rastreá-lo, enviando dados da área circundante para um de nossos agentes de informação no Quartel-General dos Cavaleiros do Templo.
Oh, how scary!;Ah, que assustador!
As you've completed the Theatre of Blood before, you can choose to skip this section if you wish.;Como você já completou o Teatro de Sangue antes, você pode optar por pular esta seção se desejar.
Can you explain what happened?;Você pode explicar o que aconteceu?
Eblis gives you a little signet. Its shape matches the icon you saw on the altar in the pyramid.;Eblis lhe dá um pequeno sinete. Seu formato corresponde ao ícone que você viu no altar da pirâmide.
Her name is Enakhra, and she is the one who made this accursed temple and this boneguard that I am trapped in.;O nome dela é Enakhra, e foi ela quem fez este templo amaldiçoado e esta guarda-ossos onde estou preso.
6.3 Talking to Trufitus;6.3 Conversando com Trufitus
2.15 Talking to Tommy 2-times after sailing in a circle;2.15 Conversando com Tommy 2 vezes depois de navegar em círculo
We had heard that they are very wary of strangers, and dislike people just showing up on their island, but when we sent a landing party aboard they all seemed more than happy to see us.;Ouvimos dizer que eles são muito cautelosos com estranhos e não gostam que as pessoas simplesmente apareçam em sua ilha, mas quando enviamos um grupo de desembarque a bordo, todos pareceram mais do que felizes em nos ver.
Mother can hear you! It not matter. Mother's daughter, Snowflake, will marry Don't Know What. Then he can be boss when Mother retires.;Mamãe pode ouvir você! Não importa. A filha da mãe, Snowflake, vai se casar com Don't Know What. Então ele poderá ser o chefe quando a mãe se aposentar.
That's an interesting place for him to visit.;Esse é um lugar interessante para ele visitar.
Do you know when she will be seaworthy?;Você sabe quando ela estará em condições de navegar?
I require the following cooked fish;Eu preciso do seguinte peixe cozido
Well, after a while, that was all I looked forward to doing.;Bem, depois de um tempo, isso era tudo que eu esperava fazer.
Why do you need us though? Why not just kill your brother yourself?;Por que você precisa de nós? Por que não matar você mesmo seu irmão?
The player rubs the seed, arriving at the Enchanted Valley next to a Mysterious Figure.;O jogador esfrega a semente, chegando ao Vale Encantado próximo a uma Figura Misteriosa.
Humans!;Humanos!
Hello Friend;Olá amigo
Ava's assembler;Montador de Ava
Great. I'll look after them for you.;Ótimo. Eu cuidarei deles para você.
(sigh) Yes, Captain.;(suspiro) Sim, capitão.
Once inside, you'll need to chop some logs from the Blisterwood tree. We'll need enough to arm everyone, so eight logs in total.;Uma vez lá dentro, você precisará cortar alguns troncos da árvore Blisterwood. Precisaremos do suficiente para armar todos, ou seja, oito toras no total.
Whatever his reasons, he clearly took a liking to living here. He took on the head of a camel and even made an amulet that would allow him to understand their kind.;Quaisquer que fossem suas razões, ele claramente gostou de morar aqui. Ele assumiu a cabeça de um camelo e até fez um amuleto que lhe permitiria entender sua espécie.
The soul bearer! You have the soul bearer! The voices speak of it often. It is from this place, yet it is not of this place.;O portador da alma! Você tem o portador da alma! As vozes falam disso com frequência. É deste lugar, mas não é deste lugar.
2.3.1 Interacting with the hideout again;2.3.1 
Some blue thread. Not enough to be worth taking.;Algum fio azul. Não o suficiente para valer a pena.
15.5.1 Talking to Lady Hefin once she is in Lletya;15.5.1 Conversando com Lady Hefin quando ela estiver em Lletya
If you seek more of the knowledge, look to the Seal of Amlodd. You'll find it on the bottom level, to the west. The light will guide the way...;Se você busca mais conhecimento, procure o Selo de Amlodd. Você o encontrará no nível inferior, a oeste. A luz guiará o caminho...
11.6 Attempting to cook the chompy without the requested ingredients;11.6 
Talk about the Murder Mystery Quest;Fale sobre a missão do mistério do assassinato
It was hidden deep within the sanctuary here. A recipe, for an elixir.;Estava escondido nas profundezas do santuário aqui. Uma receita, para um elixir.
) Dialogue 117;) Diálogo 117
That's very interesting;Isso é muito interessante
Good day and welcome back to Al Kharid.;Bom dia e bem-vindo de volta a Al Kharid.
I see... I understand what you mean... But let's discuss that later.;Entendo... entendo o que você quer dizer... Mas vamos discutir isso mais tarde.
Veos removes the items he gave you from your backpack.;Veos remove da sua mochila os itens que lhe deu.
5.2 Trying to unequip Lunar items while in the Dream World;5.2 Tentando desequipar itens lunares enquanto estiver no Dream World
But I never invented a fire that could stave off the eternal dark, and... I feel it coming.;Mas nunca inventei um fogo que pudesse afastar a escuridão eterna, e... sinto que isso está chegando.
4.5.7 Silver pot (dusted);4.5.7 Pote de prata (polvilhado)
Since they moved here they have caused nothing but trouble.;Desde que se mudaram para cá, só causaram problemas.
Well, I guess some people will do anything for a bit of fresh seafood.;Bem, acho que algumas pessoas farão qualquer coisa por um pouco de frutos do mar frescos.
What do we do now? What if more of those creatures come through that rift?;O que fazemos agora? E se mais dessas criaturas passarem por essa fenda?
Has Dunstan added spikes to my climbing boots yet?;Dunstan já adicionou pontas às minhas botas de escalada?
How are you going to get back? What about the balloon?;Como você vai voltar? E o balão?
It wasn't the farm that mattered, not really. The thing that mattered to him was gone.;Não era a fazenda que importava, não mesmo. A coisa que importava para ele se foi.
Once he gets back we'll know more about what to do next. In the meantime, I've managed to decipher the clues left behind by Lord Crwys and Lady Hefin, two more of the clan elders. We should try to find them.;Assim que ele voltar saberemos mais sobre o que fazer a seguir. Nesse ínterim, consegui decifrar as pistas deixadas por Lord Crwys e Lady Hefin, mais dois anciões do clã. Deveríamos tentar encontrá-los.
Good one, human!;Boa, humano!
So Tiffy, now that I'm a Temple Knight Initiate do you have any jobs for me to do?;Então, Tiffy, agora que sou um Iniciado Cavaleiro do Templo, você tem algum trabalho para eu fazer?
Stop! Thief!;Parar! Ladrão!
Sorry buddy, I'm not allowed into the Longhall. Don't worry, he's easy to spot. He's the one in the fancy helmet. Oh, and he only has one eye.;Desculpe, amigo, não tenho permissão para entrar no Longhall. Não se preocupe, ele é fácil de detectar. Ele é aquele com capacete chique. Ah, e ele só tem um olho.
Fine... I'll get you a beer.;Tudo bem... vou pegar uma cerveja para você.
Same as above from "Can I get a job here?";O mesmo que acima em \"Posso conseguir um emprego aqui?\"
Oaknock! Ha blah blah minapor blah blah blah.;Oaknock! Ha blah blah minapor blah blah blah.
Why doesn't Bert remember the change in his hours?;Por que Bert não se lembra da mudança de horário?
If the player has not given any sandstone yet;Se o jogador ainda não deu nenhum arenito
Nope.;Não.
The guards search you thoroughly as you go through the gates.[sic];Os guardas revistam você minuciosamente enquanto você passa pelos portões.[sic]
4.7.1 Talking to the Homunculus in the basement;4.7.1 Conversando com o Homúnculo no porão
Thank you traveller, but it's too late. We're all doomed.;Obrigado viajante, mas é tarde demais. Estamos todos condenados.
Hahahaha.;Hahahaha.
Perfected shadow torch;Tocha de sombra aperfeiçoada
I need to hide the mistress's symbol in the ceremonial room...;Preciso esconder o símbolo da amante na sala cerimonial...
If Carol is innocent;Se Carol é inocente
Here, have this one. Only dropped once!;Aqui, pegue este. Só caiu uma vez!
I'm sure you've noticed the many square jawed guards around here. You look like you can handle yourself, but I have my doubts that you can take them all on!;Tenho certeza que você notou os muitos guardas de queixo quadrado por aqui. Parece que você consegue cuidar de si mesmo, mas tenho dúvidas de que você consiga enfrentar todos eles!
Hello [player name], what can I do for you?;Olá [nome do jogador], o que posso fazer por você?
Your sense of humour died too, it seems...;Seu senso de humor também morreu, ao que parece...
Rupert's helmet;O capacete de Rupert
Don't you know, you're in the land of your own dreams!;Você não sabe, você está na terra dos seus próprios sonhos!
King Awowogei has sent me to find Glough.;O Rei Awowogei me enviou para encontrar Glough.
Well good news, for I am Sedridor! Now, hand it over and let me have a proper look at it, hmm?;Bem, boas notícias, pois eu sou Sedridor! Agora, entregue-o e deixe-me dar uma boa olhada, hein?
Even if you find the right route, only a ship made to the old crandorian design would be able to navigate through the reefs to the island.;Mesmo que você encontre a rota certa, apenas um navio feito com o antigo desenho crandoriano seria capaz de navegar pelos recifes até a ilha.
Ok, ok! Don't worry, we're almost done.;Ok, ok! Não se preocupe, estamos quase terminando.
[vampyre name], right. Anything else I should know?;[nome do vampiro], certo. Mais alguma coisa que eu deveria saber?
Portal;Portal
1.2.2 Talking to Ambassador Alvijar after starting the quest;1.2.2 Conversando com o Embaixador Alvijar após iniciar a missão
Are you sure? Looks like you have everything to me.;Tem certeza? Parece que você tem tudo para mim.
Cyreg Paddlebone.;Cyreg Paddlebone.
Yes, I'll go and have a chat with him, perhaps we can sort something out.;Sim, irei conversar com ele, talvez possamos resolver alguma coisa.
How are your investigations going, [Fremennik name]?;Como vão suas investigações, [nome Fremennik]?
It may be an idea to try it and then scout out the area. If it relates to Rashiliyia, it might help us to defeat her.;Pode ser uma ideia experimentar e depois explorar a área. Se for relacionado a Rashiliyia, pode nos ajudar a derrotá-la.
Good. In future you should try not to be so rude.;Bom. No futuro, você deve tentar não ser tão rude.
David... It's over...;David... Acabou...
The Ring of Charos persuades the penguin to help you.;O Anel de Charos convence o pinguim a ajudá-lo.
Why do you ask?;Por que você pergunta?
I...;EU...
Grrrr... You lookin' like a chompy!;Grrrr... Você parece um idiota!
Ok! Okay then. So, what did you need me to do?;OK! Ok então. Então, o que você precisava que eu fizesse?
Refugees note;Nota sobre refugiados
Oh dear, you don't sound too well?;Oh querido, você não parece muito bem?
7.1 Talking to Philippa;7.1 Conversando com Filipa
My wife was taken and most of my people were slaughtered. I turned my attention to finding my wife and getting the rest of my people to safety.;Minha esposa foi levada e a maior parte do meu povo foi massacrada. Voltei minha atenção para encontrar minha esposa e levar o resto do meu povo para um lugar seguro.
Awww...;Ahhhh...
I've got the key from Wizard Traiborn and the one that you dropped down the drain.;Eu peguei a chave do Mago Traiborn e aquela que você jogou no ralo.
Not exactly...;Não exatamente...
It's a pity that I can't search for Ah Za Rhoon now.;É uma pena não poder procurar por Ah Za Rhoon agora.
Trufitus hands the Stone Plaque back.;Trufitus devolve a Placa de Pedra.
You trust the human with this?;Você confia no humano para isso?
If the player only has the rat's tail and burnt meat;Se o jogador tiver apenas o rabo de rato e a carne queimada
What is it then?;O que é isso então?
Ah yes, I know of that expedition. King Shayzien VII was one of Kourend's most notable rulers. According to the history books, his reign was defined by violence.;Ah sim, eu sei dessa expedição. O rei Shayzien VII foi um dos governantes mais notáveis ​​de Kourend. Segundo os livros de história, seu reinado foi definido pela violência.
Just use your crystal chime.;Basta usar seu carrilhão de cristal.
Right, I'm off! Good luck!;Certo, estou indo! Boa sorte!
The gate seems to be locked.;O portão parece estar trancado.
I'll pass actually.;Na verdade eu vou passar.
You go to search the sack, but the bank camel glares at you menacingly and spits in your direction.;Você vai revistar o saco, mas o camelo do banco olha para você ameaçadoramente e cospe em sua direção.
Thanks. So what are you going to do now?;Obrigado. Então, o que você vai fazer agora?
Good for you. Now what do you want?;Bom para você. Agora o que você quer?
Yes! I have an incantation that could lead us to wherever it came from.;Sim! Tenho um encantamento que pode nos levar de onde ele veio.
14.1.1 Talking to Ulsquire;14.1.1 Conversando com Ulsquire
Ah, I see you have been led astray. You think we are the evil ones, but our cause is the true one. You think we are murderers, but we are in fact saviours.;Ah, vejo que você foi desencaminhado. Você pensa que somos os maus, mas nossa causa é a verdadeira. Você pensa que somos assassinos, mas na verdade somos salvadores.
How did you know! I found the most awful thing in my sandpit - a head!;Como você sabia! Encontrei a coisa mais horrível na minha caixa de areia: uma cabeça!
About the soul bearer again... I got it repaired by the Key Master. Thanks for your help.;Sobre o portador da alma de novo... Mandei consertá-lo pelo Key Master. Obrigado pela ajuda.
Oh, yes, the rune locks, they're a bit of a doozy, I've completely forgotten how they work, but I'm sure they shouldn't prove too much of a struggle to an intelligent adventurerer[sic] like you, [player name]. Eh?;Ah, sim, os bloqueios rúnicos, eles são um pouco confusos, esqueci completamente como funcionam, mas tenho certeza de que não devem ser muito difíceis para um aventureiro inteligente [sic] como você, [nome do jogador]. Eh?
3.1 If the player is wearing a Saradomin item;3.1 Se o jogador estiver usando um item Saradomin
What? I'm not... oh, just go away!;O que? Eu não estou... ah, vá embora!
But maybe that's not who she really is. Maybe it's all just an act. If that's the case, then she's managed to fool everyone around her.;Mas talvez não seja assim que ela realmente é. Talvez seja tudo apenas uma atuação. Se for esse o caso, então ela conseguiu enganar todos ao seu redor.
A dragonkin? That's preposterous. The dragonkin have been dead for hundreds of years.;Um dragão? Isso é absurdo. Os dragonkin estão mortos há centenas de anos.
I need to make a special brew! A potion that helps me to commune with the gods. For this potion, I need very special herbs, that are only found in the deep jungle.;Preciso fazer uma bebida especial! Uma poção que me ajuda a ter comunhão com os deuses. Para esta poção, preciso de ervas muito especiais, que só são encontradas nas profundezas da selva.
I do indeed, sire. He has been imprisoned by some Zamorakian monks.;Sim, sim, senhor. Ele foi preso por alguns monges Zamorakianos.
My King, we have received word from King Healthorg.;Meu Rei, recebemos notícias do King Healthorg.
You see an image of Sithik with a message underneath 'I, the bartender of the Dragon Inn, do swear that this is a true likeness of the wizzy who was talking to Brentle Vahn, my customer the other day.';Você vê uma imagem de Sithik com uma mensagem abaixo 'Eu, o barman do Dragon Inn, juro que esta é uma verdadeira semelhança do wizzy que estava conversando com Brentle Vahn, meu cliente outro dia.'
Ask about the types of clues.;Pergunte sobre os tipos de pistas.
(The player takes 5 damage and the barrel is destroyed.);(O jogador sofre 5 pontos de dano e o barril é destruído.)
If the code was correct;Se o código estivesse correto
(Continues with Aris dialogue after freeing a council member.);(Continua com o diálogo de Aris após libertar um membro do conselho.)
For every death, there must be life.;Para cada morte, deve haver vida.
4.5 Talking to the Chemist again;4.5 
Something like that.;Algo assim.
Yu'biusk... Land of Goblins... All gone?;Yu'biusk... Terra dos Goblins... Tudo se foi?
Yes, that's right. They treated him as a great hero after he drove us out of our tunnels.;Sim, está certo. Eles o trataram como um grande herói depois que ele nos expulsou dos nossos túneis.
I've not built the coffin yet.;Ainda não construí o caixão.
7 Presenting the evidence;7 Apresentando as evidências
13.8 Making the inversion potion;13.8 Fazendo a poção de inversão
I'm sure there are many tasks that he needs doing.;Tenho certeza de que há muitas tarefas que ele precisa realizar.
It's the least we can do after all you have done for us. Anyway, I won't keep you. Enjoy the coronation.;É o mínimo que podemos fazer depois de tudo que você fez por nós. De qualquer forma, não vou ficar com você. Aproveite a coroação.
Yes, you probably should have.;Sim, você provavelmente deveria ter feito isso.
No, but as those fiendish Zamorakians pointed out to me with delight, as I am the descendant of one of the Seven Priestly Warriors who blessed the river, it will likely recognise the smell of my blood.;Não, mas como aqueles diabólicos zamorakianos me apontaram com alegria, como sou descendente de um dos Sete Guerreiros Sacerdotais que abençoaram o rio, ele provavelmente reconhecerá o cheiro do meu sangue.
(Non-quest dialogue) Have you anymore gauntlets?;(Diálogo fora da missão) Você tem mais manoplas?
It's good that you're here to help. Artur is a good lad, but he does have a habit of biting off more than he can chew.;É bom que você esteja aqui para ajudar. Artur é um bom rapaz, mas tem o hábito de morder mais do que mastiga.
I'm sorry [player name], I should have stopped him using that spell...;Sinto muito, [nome do jogador], eu deveria tê-lo impedido de usar aquele feitiço...
It was easy buddy! I persuaded him he needed a pet to help him guard his apples. A pet that would never sleep! A pet that would never need food, or exercise!;Foi fácil amigo! Eu o convenci que ele precisava de um animal de estimação para ajudá-lo a guardar suas maçãs. Um animal de estimação que nunca dormiria! Um animal de estimação que nunca precisaria de comida ou exercício!
Hang on... How do you know about...;Espere... Como você sabe sobre...
Either you've been splitting stone into smaller blocks, or you're worse at quarrying stone than I expected.;Ou você está dividindo pedras em blocos menores ou é pior na extração de pedras do que eu esperava.
3.16.1 Talking to Bravek again before getting the hangover cure;3.16.1 
He must be gaining in power again. If you can defeat him he will be banished from this plane for a while. You will need this pendant to attack him.;Ele deve estar ganhando poder novamente. Se você conseguir derrotá-lo, ele será banido deste avião por um tempo. Você precisará deste pingente para atacá-lo.
You are supposed to be looking for Solus Dellagar!;Você deveria estar procurando por Solus Dellagar!
I am forced to defend the one who enslaved me from any harm, even though it disgusts me to do so!;Sou obrigado a defender de qualquer mal aquele que me escravizou, mesmo que isso me enoje!
You plant the beans in the dry ground. Perhaps you should give them some water as well.;Você planta o feijão na terra seca. Talvez você devesse dar-lhes um pouco de água também.
2 Getting started;2 Começando
Maybe... Let us hope we can do so before it's too late.;Talvez... Esperemos que possamos fazê-lo antes que seja tarde demais.
What can you see?;O que você pode ver?
She said there could be some ancient ruins, even an untouched hoard of gold and treasure!;Ela disse que poderia haver algumas ruínas antigas, até mesmo um tesouro intocado de ouro e tesouros!
Arr! I'll have this ship ship-shape in no time! Arr!;Arr! Eu terei esse navio em forma de navio em pouco tempo! Arr!
6.4 Using Karamthultu on Captain Braindeath;6.4 Usando Karamthultu no Capitão Braindeath
Ah yes, I remember. So, this is why you want to keep Ivan safe, Veliaf?;Ah sim, eu me lembro. Então é por isso que você quer manter Ivan seguro, Veliaf?
The Great Guardian shoots a beam towards the rift, and it fades away.;O Grande Guardião dispara um raio em direção à fenda e ela desaparece.
By something important do you mean the Royal Accord of Twill?;Por algo importante você quer dizer o Acordo Real de Sarja?
Because there is an illusion that they want to remain hidden?;Porque existe a ilusão de que querem permanecer escondidos?
You're pretty careless, aren't you? I assume you're the type who leaves a trail of arrows and knives behind them when they train?;Você é muito descuidado, não é? Presumo que você seja do tipo que deixa um rastro de flechas e facas atrás de si quando treina?
Surely you have heard of the Mahjarrat? Their race is the ultimate example of power! Each of them wields the strength of an entire army. To oppose any one of them, is to face your doom!;Surely you have heard of the Mahjarrat? A raça deles é o exemplo máximo de poder! Cada um deles exerce a força de um exército inteiro. To oppose any one of them, is to face your doom!
6.3 Obtaining the white pearl seed;6.3 Obtendo a semente de pérola branca
Indeed. Now, Tyras and his forces moved camp recently so your first step will be to find their new camp. I have a tracker currently working in that area. I suggest you join up with him.;De fato. Agora, Tyras e suas forças mudaram de acampamento recentemente, então seu primeiro passo será encontrar o novo acampamento. Tenho um rastreador atualmente trabalhando nessa área. Eu sugiro que você se junte a ele.
Go and buy a vyrewatch disguise from Trader Sven. His house is the one directly south of Old Man Ral's, in sector one of Meiyerditch.;Vá e compre um disfarce de vyrewatch do Trader Sven. Sua casa fica diretamente ao sul da do Velho Ral, no setor um de Meiyerditch.
That's the spirit! This is all good training for the mind...;Esse é o espírito! Tudo isso é um bom treinamento para a mente...
You decide not to fight the Mercenary.;Você decide não lutar contra o Mercenário.
Can you smuggle my friend Ana out on your cart?;Você pode contrabandear minha amiga Ana em seu carrinho?
What?!?!;O que?!?!
You need not fear for him. I will ensure no harm comes his way.;Você não precisa temer por ele. Garantirei que nenhum dano aconteça em seu caminho.
Welcome again to my obstacle course. Have fun, but remember this isn't a child's playground. People have died here.;Welcome again to my obstacle course. Divirta-se, mas lembre-se que este não é um parque infantil. Pessoas morreram aqui.
Now, I must remain here. That means you will need to recover Ranis for us.;Agora, devo permanecer aqui. Isso significa que você precisará recuperar Ranis para nós.
You search the chest, but find nothing.;Você vasculha o baú, mas não encontra nada.
So many dead... my people, the ones I was meant to protect. But that wasn't the worst of it. Glarial, my beloved, she was taken from me.;Tantos mortos... meu povo, aqueles que eu deveria proteger. Mas isso não foi o pior. Glarial, minha amada, ela foi tirada de mim.
Oh, I'll help! I'll give you GOOD help!;Ah, eu vou ajudar! Vou te dar uma BOA ajuda!
Yes, I can see that. Now, hang on.;Sim, posso ver isso. Agora, espere.
Poor deluded fool. There is no hope for you at all.;Pobre idiota iludido. There is no hope for you at all.
